utterance	output
唱一首，是为了谁？	[IN:PLAYMUSIC 唱一首，是[SL:SONG_NAME 为了谁]？]
播放杨坤的在那	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 杨坤]的[SL:SONG_NAME 在那]]
唱歌信仰张信哲	[IN:PLAYMUSIC 唱歌[SL:SONG_NAME 信仰][SL:SINGER_NAME 张信哲]]
歌曲爱我你就抱抱我。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 爱我你就抱抱我]。]
我想听雨快的梦这首歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 雨快的梦]这首歌曲。]
来一首梦想日记。	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 梦想日记]。]
播放林忆莲的震撼	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 林忆莲]的[SL:SONG_NAME 震撼]]
tfboys爱，在线试听。	[IN:PLAYMUSIC [SL:SINGER_NAME tfboys]爱，在线试听。]
播放最炫小平光	[IN:PLAYMUSIC 播放[SL:SONG_NAME 最炫小平光]]
播放数鸭歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 数鸭歌]]
林俊杰的	[IN:PLAYMUSIC [SL:SINGER_NAME 林俊杰]的]
我想听蓝波的迎着风	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 蓝波]的[SL:SONG_NAME 迎着风]]
设置八点四十的闹铃	[IN:REMIND 设置[SL:DATE 八点四十]的闹铃]
放一首曾经的你给我听啊	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 曾经的你]给我听啊]
无爱。	[IN:PLAYMUSIC [SL:SONG_NAME 无爱]。]
大后天天气怎么样	[IN:GETWEATHER [SL:DATE 大后天]天气怎么样]
死了都要爱	[IN:PLAYMUSIC [SL:SONG_NAME 死了都要爱]]
请播放你不知道的事	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 你不知道的事]]
乒乓歌	[IN:PLAYMUSIC [SL:SONG_NAME 乒乓歌]]
给我放一首校花。	[IN:PLAYMUSIC 给我放一首[SL:SONG_NAME 校花]。]
放首体面	[IN:PLAYMUSIC 放首[SL:SONG_NAME 体面]]
梁静茹	[IN:PLAYMUSIC [SL:SINGER_NAME 梁静茹]]
播放汪峰的在雨中	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 汪峰]的[SL:SONG_NAME 在雨中]]
刘德华的	[IN:PLAYMUSIC [SL:SINGER_NAME 刘德华]的]
我要听小孩。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 小孩]。]
歌曲相见爱已晚	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 相见爱已晚]]
你好请问今天的天气情况	[IN:GETWEATHER 你好请问[SL:DATE 今天]的天气情况]
我想听告白	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 告白]]
唱首周杰伦的歌听	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 周杰伦]的歌听]
天天给我要听小苹果。	[IN:PLAYMUSIC 天天给我要听[SL:SONG_NAME 小苹果]。]
能不能，给我唱一首一次就好。	[IN:PLAYMUSIC 能不能，给我唱一首[SL:SONG_NAME 一次就好]。]
我想听脑筋急转弯	[IN:PLAYFMJOKE 我想听[SL:JOKE_TAG 脑筋急转弯]]
刘德华有什么歌	[IN:PLAYMUSIC [SL:SINGER_NAME 刘德华]有什么歌]
北京的金山上。	[IN:PLAYMUSIC [SL:SONG_NAME 北京的金山上]。]
请给我听小毛驴歌。	[IN:PLAYMUSIC 请给我听[SL:SONG_NAME 小毛驴]歌。]
我要听十二月的奇迹	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 十二月的奇迹]]
小小少年，这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 小小少年]，这首歌。]
重新播放	[IN:CONTROLSYSTEM 重新播放]
我想听公鸡叫	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 公鸡叫]]
我想听忘情水这首歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 忘情水]这首歌曲。]
五月天歌曲天使	[IN:PLAYMUSIC [SL:SINGER_NAME 五月天]歌曲[SL:SONG_NAME 天使]]
放一首好听的的泰语歌	[IN:PLAYMUSIC 放一首[SL:SONG_TYPE 好听]的的[SL:SONG_LANGUAGE 泰语]歌]
今天广州天气怎么样	[IN:GETWEATHER [SL:DATE 今天][SL:LOCATION 广州]天气怎么样]
唱支周杰伦的歌给我听	[IN:PLAYMUSIC 唱支[SL:SINGER_NAME 周杰伦]的歌给我听]
情深深雨蒙蒙	[IN:PLAYFMFICTION [SL:FICTION_NAME 情深深雨蒙蒙]]
我要听奥特曼的故事	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 奥特曼]的故事]
播放双喜盈门。	[IN:PLAYMUSIC 播放[SL:ALBUM_NAME 双喜盈门]。]
陈奕迅所有的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 陈奕迅]所有的歌]
播放心愿。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 心愿]。]
唱许嵩的歌！	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 许嵩]的歌！]
来首初音未来的消失	[IN:PLAYMUSIC 来首[SL:SINGER_NAME 初音未来]的[SL:SONG_NAME 消失]]
魔法城堡的歌。	[IN:PLAYMUSIC [SL:SONG_NAME 魔法城堡]的歌。]
我想听许嵩的歌！	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 许嵩]的歌！]
我要听西游记之大圣归来	[IN:PLAYFMSTORY 我要听[SL:STORY_NAME 西游记之大圣归来]]
播放一起小龙虾	[IN:PLAYMUSIC 播放[SL:SONG_NAME 一起小龙虾]]
我想听歌好遇见你这首歌。	[IN:PLAYMUSIC 我想听歌[SL:SONG_NAME 好遇见你]这首歌。]
唱一首周杰伦的明明就	[IN:PLAYMUSIC 唱一首[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 明明就]]
给我一个给我听忘情水。	[IN:PLAYMUSIC 给我一个给我听[SL:SONG_NAME 忘情水]。]
放一首烦恼歌	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 烦恼歌]]
唱一个世上只有妈妈好	[IN:PLAYMUSIC 唱一个[SL:SONG_NAME 世上只有妈妈好]]
爸爸妈妈王蓉。	[IN:PLAYMUSIC [SL:SONG_NAME 爸爸妈妈][SL:SINGER_NAME 王蓉]。]
搜索一下我心永恒这首歌。	[IN:PLAYMUSIC 搜索一下[SL:SONG_NAME 我心永恒]这首歌。]
播放突然想起你	[IN:PLAYMUSIC 播放[SL:SONG_NAME 突然想起你]]
声音小一点儿	[IN:CONTROLSYSTEM 声音小一点儿]
唱一首歌叫洋葱给我听	[IN:PLAYMUSIC 唱一首歌叫[SL:SONG_NAME 洋葱]给我听]
我想听张学友的烦恼歌	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 张学友]的[SL:SONG_NAME 烦恼歌]]
播放M-Girls的春节序曲	[IN:PLAYMUSIC 播放[SL:SINGER_NAME M-Girls]的[SL:SONG_NAME 春节序曲]]
纯音乐	[IN:PLAYMUSIC [SL:SONG_TYPE 纯音乐]]
去年夏天。	[IN:PLAYMUSIC [SL:SONG_NAME 去年夏天]。]
杨光的快乐生活	[IN:PLAYMUSIC [SL:SINGER_NAME 杨光]的[SL:SONG_NAME 快乐生活]]
你白我要听李白这首歌。	[IN:PLAYMUSIC 你白我要听[SL:SONG_NAME 李白]这首歌。]
我想听魔法城堡的歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 魔法城堡]的歌。]
播放回忆总想哭	[IN:PLAYMUSIC 播放[SL:SONG_NAME 回忆总想哭]]
给我听歌，平凡之路。	[IN:PLAYMUSIC 给我听歌，[SL:SONG_NAME 平凡之路]。]
播放生日快乐歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 生日快乐歌]]
我要听tfboys的歌。	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME tfboys]的歌。]
我想听爱你一万年	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 爱你一万年]]
明天下不下雪	[IN:GETWEATHER [SL:DATE 明天]下不下雪]
帮我放一首歌大梦想家。	[IN:PLAYMUSIC 帮我放一首歌[SL:SONG_NAME 大梦想家]。]
播放一首歌叫成都	[IN:PLAYMUSIC 播放一首歌叫[SL:SONG_NAME 成都]]
唱个小苹果吧	[IN:PLAYMUSIC 唱个[SL:SONG_NAME 小苹果]吧]
请播放讲真的	[IN:PLAYMUSIC 请播放[SL:SONG_NAME 讲真的]]
我想听听宝贝。	[IN:PLAYMUSIC 我想听听[SL:SONG_NAME 宝贝]。]
邓丽君的歌来一首	[IN:PLAYMUSIC [SL:SINGER_NAME 邓丽君]的歌来一首]
播放歌曲难忘今宵	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 难忘今宵]]
林俊杰的新歌	[IN:PLAYMUSIC [SL:SINGER_NAME 林俊杰]的[SL:SONG_TYPE 新歌]]
勉为其难	[IN:PLAYMUSIC [SL:SONG_NAME 勉为其难]]
唱一首ppap	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME ppap]]
播放胡广生	[IN:PLAYMUSIC 播放[SL:SONG_NAME 胡广生]]
播放周杰伦的听妈妈的话	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 听妈妈的话]]
我要听有点甜这首歌。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 有点甜]这首歌。]
我还要听晴天。	[IN:PLAYMUSIC 我还要听[SL:SONG_NAME 晴天]。]
我就听小螺号。	[IN:PLAYMUSIC 我就听[SL:SONG_NAME 小螺号]。]
歌名是谁	[IN:PLAYMUSIC 歌名是谁]
唱奔跑。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 奔跑]。]
我想听假装	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 假装]]
我想听艾薇儿的歌	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 艾薇儿]的歌]
do you like me。	[IN:PLAYMUSIC [SL:SONG_NAME do you like me]。]
不放红日歌曲。	[IN:PLAYMUSIC 不放[SL:SONG_NAME 红日]歌曲。]
我要听父子	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 父子]]
给我放一下歌曲，健康歌。	[IN:PLAYMUSIC 给我放一下歌曲，[SL:SONG_NAME 健康歌]。]
我想听世上只有妈妈好。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 世上只有妈妈好]。]
我要听经典儿童故事	[IN:PLAYFMSTORY 我要听经典[SL:STORY_TAG 儿童]故事]
我想听听逃亡啊！	[IN:PLAYMUSIC 我想听听[SL:SONG_NAME 逃亡]啊！]
继续播放全职高手	[IN:PLAYFMFICTION 继续播放[SL:FICTION_NAME 全职高手]]
播放我要找到你	[IN:PLAYMUSIC 播放[SL:SONG_NAME 我要找到你]]
唱一首鸿雁。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 鸿雁]。]
我要听恋人心。	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 恋人心]。]
你给我唱首薛之谦的歌吧	[IN:PLAYMUSIC 你给我唱首[SL:SINGER_NAME 薛之谦]的歌吧]
我说，我想听宠爱这首歌。	[IN:PLAYMUSIC 我说，我想听[SL:SONG_NAME 宠爱]这首歌。]
我想唱，遇见你。	[IN:PLAYMUSIC 我想唱，[SL:SONG_NAME 遇见你]。]
我想听bigbang的歌	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME bigbang]的歌]
十分钟以后提醒我	[IN:REMIND [SL:DATE 十分钟]以后提醒我]
刘佳的爱的就是你	[IN:PLAYMUSIC [SL:SINGER_NAME 刘佳]的[SL:SONG_NAME 爱的就是你]]
我想听周杰伦的算什么男人	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 周杰伦]的[SL:SONG_NAME 算什么男人]]
播放春晓	[IN:PLAYPOEM 播放[SL:POEM_NAME 春晓]]
你会唱许嵩的歌吗？	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 许嵩]的歌吗？]
播放歌曲萌萌哒。	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 萌萌哒]。]
播放社会摇	[IN:PLAYMUSIC 播放[SL:SONG_NAME 社会摇]]
有没有tfboys的歌？	[IN:PLAYMUSIC 有没有[SL:SINGER_NAME tfboys]的歌？]
我想听歌曲偷心贼	[IN:PLAYMUSIC 我想听歌曲[SL:SONG_NAME 偷心贼]]
打开女儿情歌	[IN:PLAYMUSIC 打开[SL:SONG_NAME 女儿情歌]]
high歌	[IN:PLAYMUSIC [SL:SONG_NAME high歌]]
帮我订一个明天早上七点的闹钟	[IN:REMIND 帮我订一个[SL:DATE 明天早上七点]的闹钟]
歌曲红星歌。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 红星歌]。]
播放感谢你曾来过	[IN:PLAYMUSIC 播放[SL:SONG_NAME 感谢你曾来过]]
喜欢许巍的歌	[IN:PLAYMUSIC 喜欢[SL:SINGER_NAME 许巍]的歌]
播放再见。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 再见]。]
我想听小燕子。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 小燕子]。]
陈雅秋的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 陈雅秋]的歌]
祝你生日快乐~~	[IN:PLAYMUSIC [SL:SONG_NAME 祝你生日快乐]~~]
爱上你是一个错这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 爱上你是一个错]这首歌。]
播放神奇的九寨	[IN:PLAYMUSIC 播放[SL:SONG_NAME 神奇的九寨]]
放首葡萄园夜曲	[IN:PLAYMUSIC 放首[SL:SONG_NAME 葡萄园夜曲]]
播放台	[IN:PLAYMUSIC 播放台]
我想听陈奕迅的歌曲	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 陈奕迅]的歌曲]
我要听我已经爱上你	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 我已经爱上你]]
红尘情歌	[IN:PLAYMUSIC [SL:SONG_NAME 红尘情歌]]
唱流行歌。	[IN:PLAYMUSIC 唱[SL:SONG_TYPE 流行]歌。]
这样的	[IN:CHAT 这样的]
明天早上七点钟叫我	[IN:REMIND [SL:DATE 明天早上七点钟]叫我]
挚爱	[IN:PLAYMUSIC [SL:SONG_NAME 挚爱]]
请唱一首，别爱。	[IN:PLAYMUSIC 请唱一首，[SL:SONG_NAME 别爱]。]
讲我想听星星泪歌。	[IN:PLAYMUSIC 讲我想听[SL:SONG_NAME 星星泪]歌。]
卷珠帘	[IN:PLAYMUSIC [SL:SONG_NAME 卷珠帘]]
听一首没意思。	[IN:PLAYMUSIC 听一首[SL:SONG_NAME 没意思]。]
旅行团乐队	[IN:PLAYMUSIC [SL:SINGER_NAME 旅行团乐队]]
唱一首海阔天空吧	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 海阔天空]吧]
我要听歌曲,鲁冰花。	[IN:PLAYMUSIC 我要听歌曲,[SL:SONG_NAME 鲁冰花]。]
唱张信哲的《信仰》，乖	[IN:PLAYMUSIC 唱[SL:SINGER_NAME 张信哲]的《[SL:SONG_NAME 信仰]》，乖]
播放红歌	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 红歌]]
播放爱的故事上集	[IN:PLAYMUSIC 播放[SL:SONG_NAME 爱的故事上集]]
给我唱一首沙漠骆驼	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 沙漠骆驼]]
我想听如果爱上你是我的错。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 如果爱上你是我的错]。]
唱首沙宝亮的暗香给我听	[IN:PLAYMUSIC 唱首[SL:SINGER_NAME 沙宝亮]的[SL:SONG_NAME 暗香]给我听]
你去教室给我唱一首叶子。	[IN:PLAYMUSIC 你去教室给我唱一首[SL:SONG_NAME 叶子]。]
来一首京剧。	[IN:PLAYMUSIC 来一首[SL:SONG_TYPE 京剧]。]
播放欧美流行音乐	[IN:PLAYMUSIC 播放欧美[SL:SONG_TYPE 流行]音乐]
北京天气	[IN:GETWEATHER [SL:LOCATION 北京]天气]
播放命运交响曲。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 命运交响曲]。]
唱唱一首，世上只有妈妈好给我听。	[IN:PLAYMUSIC 唱唱一首，[SL:SONG_NAME 世上只有妈妈好]给我听。]
唱给	[IN:PLAYMUSIC 唱给]
播放英语故事	[IN:PLAYFMSTORY 播放[SL:STORY_TAG 英语]故事]
我想听三十八度六	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 三十八度六]]
你会唱许嵩的歌么	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 许嵩]的歌么]
唱小菊花。	[IN:PLAYMUSIC 唱[SL:SONG_NAME 小菊花]。]
杭州的天气	[IN:GETWEATHER [SL:LOCATION 杭州]的天气]
歌曲稳稳的幸福。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 稳稳的幸福]。]
听蓝莲花。	[IN:PLAYMUSIC 听[SL:SONG_NAME 蓝莲花]。]
请你唱一首朋友的酒。	[IN:PLAYMUSIC 请你唱一首[SL:SONG_NAME 朋友的酒]。]
播放歌曲我知道你。	[IN:PLAYMUSIC 播放歌曲[SL:SONG_NAME 我知道你]。]
唱一首黄土高坡	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 黄土高坡]]
明天的天气怎么样啊	[IN:GETWEATHER [SL:DATE 明天]的天气怎么样啊]
我想听听李白那首歌。	[IN:PLAYMUSIC 我想听听[SL:SONG_NAME 李白]那首歌。]
点歌七友	[IN:PLAYMUSIC 点歌[SL:SONG_NAME 七友]]
我想听我们不是情侣。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 我们不是情侣]。]
把酒倒满	[IN:PLAYMUSIC [SL:SONG_NAME 把酒倒满]]
我想听张杰的逆战	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 张杰]的[SL:SONG_NAME 逆战]]
广东爱情故事	[IN:PLAYMUSIC [SL:SONG_NAME 广东爱情故事]]
听儿歌	[IN:PLAYMUSIC 听[SL:SONG_TYPE 儿歌]]
最近有什么新闻	[IN:GETNEWS [SL:NEWS_TIME 最近]有什么新闻]
放一点轻音乐	[IN:PLAYMUSIC 放一点[SL:SONG_TYPE 轻音乐]]
唱一首牡丹这首歌。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 牡丹]这首歌。]
播放好汉歌	[IN:PLAYMUSIC 播放[SL:SONG_NAME 好汉歌]]
我要听筷子兄弟的歌	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 筷子兄弟]的歌]
帮我播放一首卡路里	[IN:PLAYMUSIC 帮我播放一首[SL:SONG_NAME 卡路里]]
葫芦丝演奏	[IN:PLAYMUSIC [SL:SONG_TYPE 葫芦丝演奏]]
你会唱苏打绿的歌吗	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 苏打绿]的歌吗]
播放滚哎	[IN:CHAT 播放滚哎]
不再犹豫	[IN:PLAYMUSIC [SL:SONG_NAME 不再犹豫]]
放一首说谎	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 说谎]]
来个电音	[IN:PLAYMUSIC 来个[SL:SONG_TYPE 电音]]
播放音乐，大梦想家。	[IN:PLAYMUSIC 播放音乐，[SL:SONG_NAME 大梦想家]。]
我要听适合快乐的歌	[IN:PLAYMUSIC 我要听适合[SL:SONG_TYPE 快乐]的歌]
我想听白雪公主的歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 白雪公主]的歌。]
播放一首英文歌	[IN:PLAYMUSIC 播放一首[SL:SONG_TYPE 英文]歌]
有沉珂的歌么	[IN:PLAYMUSIC 有[SL:SINGER_NAME 沉珂]的歌么]
姜小牙上学记	[IN:PLAYFMSTORY [SL:STORY_NAME 姜小牙上学记]]
你唱首洛天依的歌	[IN:PLAYMUSIC 你唱首[SL:SINGER_NAME 洛天依]的歌]
我想听你	[IN:PLAYMUSIC 我想听你]
我想听雪	[IN:PLAYMUSIC 我想听雪]
给我唱一首逆态度。	[IN:PLAYMUSIC 给我唱一首[SL:SONG_NAME 逆态度]。]
给我搜一首歌曲一次就好。	[IN:PLAYMUSIC 给我搜一首歌曲[SL:SONG_NAME 一次就好]。]
明天会不会下雨	[IN:GETWEATHER [SL:DATE 明天]会不会下雨]
马天宇唱的歌。	[IN:PLAYMUSIC [SL:SINGER_NAME 马天宇]唱的歌。]
唱歌姚贝娜的	[IN:PLAYMUSIC 唱歌[SL:SINGER_NAME 姚贝娜]的]
放一首等待	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 等待]]
播放阿杜的逃离	[IN:PLAYMUSIC 播放[SL:SINGER_NAME 阿杜]的[SL:SONG_NAME 逃离]]
你会唱周杰伦的歌嘛	[IN:PLAYMUSIC 你会唱[SL:SINGER_NAME 周杰伦]的歌嘛]
放一首那英的默	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 那英]的默]
播钢琴曲	[IN:PLAYMUSIC 播[SL:SONG_TYPE 钢琴曲]]
播放unity	[IN:PLAYMUSIC 播放[SL:SONG_NAME unity]]
我想听英文歌。	[IN:PLAYMUSIC 我想听[SL:SONG_TYPE 英文]歌。]
播放爱的海洋。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 爱的海洋]。]
我想听夜之光	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 夜之光]]
黑猫警长这首歌。	[IN:PLAYMUSIC [SL:SONG_NAME 黑猫警长]这首歌。]
唱一个一壶老酒。	[IN:PLAYMUSIC 唱一个[SL:SONG_NAME 一壶老酒]。]
80年代的歌	[IN:PLAYMUSIC [SL:SONG_TYPE 80年代]的歌]
只怕不抵抗歌曲。	[IN:PLAYMUSIC [SL:SONG_NAME 只怕不抵抗]歌曲。]
唱一首陈奕迅的十年	[IN:PLAYMUSIC 唱一首[SL:SINGER_NAME 陈奕迅]的[SL:SONG_NAME 十年]]
我想听张学友的饿狼传说	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 张学友]的[SL:SONG_NAME 饿狼传说]]
换一首周杰伦的歌	[IN:PLAYMUSIC 换一首[SL:SINGER_NAME 周杰伦]的歌]
设置闹钟明天九点	[IN:REMIND 设置闹钟[SL:DATE 明天九点]]
夜的钢琴曲	[IN:PLAYMUSIC [SL:SONG_NAME 夜的钢琴曲]]
我想听谭雪。	[IN:PLAYMUSIC 我想听[SL:SINGER_NAME 谭雪]。]
哈，我要听虫儿飞。	[IN:PLAYMUSIC 哈，我要听[SL:SONG_NAME 虫儿飞]。]
你听不听最炫民族风的歌？	[IN:PLAYMUSIC 你听不听[SL:SONG_NAME 最炫民族风]的歌？]
播放睡前歌曲	[IN:PLAYMUSIC 播放[SL:SONG_TYPE 睡前]歌曲]
戏曲	[IN:PLAYMUSIC [SL:SONG_TYPE 戏曲]]
播放青花瓷。	[IN:PLAYMUSIC 播放[SL:SONG_NAME 青花瓷]。]
帮我来一首流行音乐。	[IN:PLAYMUSIC 帮我来一首[SL:SONG_TYPE 流行音乐]。]
我唱一万个舍不得。	[IN:PLAYMUSIC 我唱[SL:SONG_NAME 一万个舍不得]。]
播放三生三世	[IN:PLAYMUSIC 播放[SL:SONG_NAME 三生三世]]
放一个李玟的歌	[IN:PLAYMUSIC 放一个[SL:SINGER_NAME 李玟]的歌]
.因为爱情歌曲	[IN:PLAYMUSIC .[SL:SONG_NAME 因为爱情]歌曲]
我要听离人愁	[IN:PLAYMUSIC 我要听[SL:SONG_NAME 离人愁]]
我喜欢听张信哲的歌。~	[IN:PLAYMUSIC 我喜欢听[SL:SINGER_NAME 张信哲]的歌。~]
我想听拍手歌。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 拍手歌]。]
来一首时间都去哪儿了?	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 时间都去哪儿了]?]
来首《新贵妃醉酒》你唱啊	[IN:PLAYMUSIC 来首《[SL:SONG_NAME 新贵妃醉酒]》你唱啊]
一，听歌你是我的呀！	[IN:PLAYMUSIC 一，听歌[SL:SONG_NAME 你是我的]呀！]
贝多芬的歌曲。	[IN:PLAYMUSIC [SL:SINGER_NAME 贝多芬]的歌曲。]
我想听有点甜这首歌曲。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 有点甜]这首歌曲。]
钢琴曲。	[IN:PLAYMUSIC [SL:SONG_TYPE 钢琴曲]。]
我想听安静的音乐	[IN:PLAYMUSIC 我想听[SL:SONG_TYPE 安静]的音乐]
放一首游鸿明的下沙	[IN:PLAYMUSIC 放一首[SL:SINGER_NAME 游鸿明]的[SL:SONG_NAME 下沙]]
来一首发如雪	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 发如雪]]
我想听，我的天空这首歌。	[IN:PLAYMUSIC 我想听，[SL:SONG_NAME 我的天空]这首歌。]
本兮的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 本兮]的歌]
想听陈赫的歌	[IN:PLAYMUSIC 想听[SL:SINGER_NAME 陈赫]的歌]
播放神话故事	[IN:PLAYFMSTORY 播放[SL:STORY_TAG 神话]故事]
唱一首海阔天空	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 海阔天空]]
我想听星空物语。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 星空物语]。]
我要听王力宏的唯一	[IN:PLAYMUSIC 我要听[SL:SINGER_NAME 王力宏]的[SL:SONG_NAME 唯一]]
歌曲好好。	[IN:PLAYMUSIC 歌曲[SL:SONG_NAME 好好]。]
唱一首日落。	[IN:PLAYMUSIC 唱一首[SL:SONG_NAME 日落]。]
那你唱吴亦凡的歌	[IN:PLAYMUSIC 那你唱[SL:SINGER_NAME 吴亦凡]的歌]
播一首儿歌	[IN:PLAYMUSIC 播一首[SL:SONG_TYPE 儿歌]]
播放蜘蛛侠	[IN:PLAYFMSTORY 播放[SL:STORY_NAME 蜘蛛侠]]
伤心城市	[IN:PLAYMUSIC [SL:SONG_NAME 伤心城市]]
鹿晗的歌	[IN:PLAYMUSIC [SL:SINGER_NAME 鹿晗]的歌]
播放痒	[IN:PLAYMUSIC 播放痒]
来一首打油诗	[IN:PLAYMUSIC 来一首[SL:SONG_NAME 打油诗]]
唱首小苹果	[IN:PLAYMUSIC 唱首[SL:SONG_NAME 小苹果]]
播放一首小邋遢	[IN:PLAYMUSIC 播放一首[SL:SONG_NAME 小邋遢]]
播放三天三夜	[IN:PLAYMUSIC 播放[SL:SONG_NAME 三天三夜]]
请播放宝宝巴士	[IN:PLAYMUSIC 请播放[SL:ALBUM_NAME 宝宝巴士]]
播放烛光里的妈妈	[IN:PLAYMUSIC 播放[SL:SONG_NAME 烛光里的妈妈]]
快唱菊花爆满山	[IN:PLAYMUSIC 快唱[SL:SONG_NAME 菊花爆满山]]
我要听你弹古筝	[IN:PLAYMUSIC 我要听你弹[SL:SONG_TYPE 古筝]]
听是你这首音乐。	[IN:PLAYMUSIC 听[SL:SONG_NAME 是你]这首音乐。]
我想听大鱼	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 大鱼]]
小通和你唱忐忑吧！	[IN:PLAYMUSIC 小通和你唱[SL:SONG_NAME 忐忑]吧！]
今天天气怎么样	[IN:GETWEATHER [SL:DATE 今天]天气怎么样]
我想听又见山里红。	[IN:PLAYMUSIC 我想听[SL:SONG_NAME 又见山里红]。]
放一首拔萝卜	[IN:PLAYMUSIC 放一首[SL:SONG_NAME 拔萝卜]]
我想听一年级的小豆豆	[IN:PLAYFMSTORY 我想听[SL:STORY_NAME 一年级的小豆豆]]
金光闪闪亮	[IN:PLAYMUSIC [SL:SONG_NAME 金光闪闪亮]]
论语	[IN:PLAYPOEM [SL:POEM_NAME 论语]]
小冰唱首周杰伦的歌呗	[IN:PLAYMUSIC 小冰唱首[SL:SINGER_NAME 周杰伦]的歌呗]
画风听过没	[IN:PLAYMUSIC [SL:SONG_NAME 画风]听过没]
